stop_point_ref,stop_name,call_count,avg_arrival_delay,avg_departure_delay,median_arrival_delay,median_departure_delay,latitude,longitude
de:08416:10207:0:1,Tübingen Wanne Kunsthalle,13,0.0,0.0,0.0,0.0,,
de:08416:10208:0:1,Tübingen Haydnweg,13,0.0,0.0,0.0,0.0,,
de:08416:10209:0:1,Tübingen Horemer,13,0.0,0.0,0.0,0.0,,
de:08416:12101:1:4,Tübingen Derendingen Bhf,11,0.0,0.0,0.0,0.0,,
de:08416:10717:0:4,Tübingen Mühlenviertel,9,0.0,0.0,0.0,0.0,,
de:08416:10703:0:4,Tübingen Windfeldstraße,9,0.0,0.022,0.0,0.0,,
de:08416:10702:0:4,Tübingen Moltkestraße,9,0.0,0.022,0.0,0.0,,
de:08416:10715:0:4,Tübingen Steinlach/Hbf Süd,2,0.0,0.0,0.0,0.0,,
de:08416:10701:0:4,Tübingen Hauptbahnhof Süd,7,0.0,0.0,0.0,0.0,,
de:08416:10700:0:4,Tübingen Hegelstraße,9,0.0,0.0,0.0,0.0,,
de:08416:10044:0:1,Tübingen Neckarhalde,8,0.0,0.0,0.0,0.0,,
de:08416:10045:0:1,Tübingen Biesingerstraße,8,0.0,0.0,0.0,0.0,,
de:08416:10046:0:1,Tübingen Ernst-Bloch-Straße,8,0.0,0.0,0.0,0.0,,
de:08416:10047:0:1,Tübingen Hennentalweg,16,0.0,0.0,0.0,0.0,,
de:08416:10016:0:4,Tübingen Rappenberg,16,0.0,0.0,0.0,0.0,,
de:08416:10048:0:4,Tübingen Hirschauer Straße,16,0.0,0.0,0.0,0.0,,
de:08416:10254:0:4,Tübingen Amselweg,1,2.0,2.0,2.0,2.0,,
de:08416:10255:0:4,Tübingen Sperberweg,1,1.5,1.5,1.5,1.5,,
de:08416:10256:0:4,Tübingen Bei den Römergräbern,1,1.2,1.2,1.2,1.2,,
de:08416:10248:0:4,Tübingen Wolfgang-Stock-Str.,1,1.0,1.0,1.0,1.0,,
de:08416:10247:0:4,Tübingen Haußerstraße,1,0.7,1.0,0.7,1.0,,
de:08416:10245:0:4,Tübingen Im Winkelrain,1,0.5,0.7,0.5,0.7,,
de:08416:10244:0:4,Tübingen Untere Heulandsteige,1,0.2,0.2,0.2,0.2,,
de:08416:10506:0:1,Tübingen Mohlstraße,3,0.0,0.0,0.0,0.0,,
de:08416:10244:0:1,Tübingen Untere Heulandsteige,3,0.0,0.0,0.0,0.0,,
de:08416:10245:0:1,Tübingen Im Winkelrain,3,0.0,0.0,0.0,0.0,,
de:08416:10247:0:1,Tübingen Haußerstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10248:0:1,Tübingen Wolfgang-Stock-Str.,2,0.0,0.0,0.0,0.0,,
de:08416:10256:0:1,Tübingen Bei den Römergräbern,2,0.0,0.0,0.0,0.0,,
de:08416:10255:0:1,Tübingen Sperberweg,2,0.0,0.0,0.0,0.0,,
de:08416:10254:0:1,Tübingen Amselweg,2,0.0,0.0,0.0,0.0,,
de:08416:10252:0:1,Tübingen Sand Drosselweg,2,0.0,,0.0,,,
de:08416:10046:0:4,Tübingen Ernst-Bloch-Straße,8,0.0,0.0,0.0,0.0,,
de:08416:10045:0:4,Tübingen Biesingerstraße,8,0.0,0.0,0.0,0.0,,
de:08416:10044:0:4,Tübingen Neckarhalde,8,0.0,0.0,0.0,0.0,,
de:08416:11000:15:N,Tübingen Hauptbahnhof,14,0.0,0.0,0.0,0.0,,
de:08416:10306:0:1,Tübingen Jürgensenstraße,4,0.0,0.0,0.0,0.0,,
de:08416:10302:0:1,Tübingen Neuhaldenstraße,4,0.0,0.0,0.0,0.0,,
de:08416:10307:0:1,Tübingen Eichhaldenstraße,4,0.0,0.0,0.0,0.0,,
de:08416:11000:13:K,Tübingen Hauptbahnhof,5,0.0,0.0,0.0,0.0,,
de:08416:10192:0:3,Tübingen Parkhaus König,5,0.12,0.12,0.0,0.0,,
de:08416:10100:0:1,Tübingen Rappstraße,5,0.12,0.12,0.0,0.0,,
de:08416:10101:0:1,Tübingen Aischbachstraße,5,0.0,0.0,0.0,0.0,,
de:08416:10112:0:1,Tübingen Gösstraße,3,0.0,0.0,0.0,0.0,,
de:08416:10111:0:1,Tübingen F.-Dannenmann-Str.,3,0.0,0.0,0.0,0.0,,
de:08416:10113:0:1,Tübingen Stephanuskirche,3,0.233,0.233,0.0,0.0,,
de:08416:10103:0:1,Tübingen Hagellocher Weg,5,0.14,0.233,0.0,0.0,,
de:08416:10104:0:1,Tübingen Weilerhalde,3,0.0,0.0,0.0,0.0,,
de:08416:10105:0:1,Tübingen Kreuzberg,3,0.0,0.0,0.0,0.0,,
de:08416:10106:0:1,Tübingen Neuhalde,3,0.0,0.0,0.0,0.0,,
de:08416:10107:0:1,Hagelloch Rathaus,6,2.683,2.683,0.0,0.0,,
de:08416:10108:0:4,Hagelloch Dornäckerweg,8,2.783,9.0,0.3,9.0,,
de:08416:11000:14:I,Tübingen Hauptbahnhof,6,0.0,0.0,0.0,0.0,,
de:08416:10018:0:1,Tübingen Kelternplatz,5,0.0,0.0,0.0,0.0,,
de:08416:10017:0:1,Tübingen Weberstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10014:2:8,Tübingen Haagtor,2,0.0,0.0,0.0,0.0,,
de:08416:10049:0:1,Tübingen Lichtenberger Weg,2,0.0,0.0,0.0,0.0,,
de:08416:10050:0:1,Tübingen Unteres Burgholz,2,0.0,0.0,0.0,0.0,,
de:08416:10051:0:1,Tübingen Burgholzweg,2,0.0,0.0,0.0,0.0,,
de:08416:10013:0:1,Tübingen Bismarckturm,2,0.0,,0.0,,,
de:08416:11000:12:D,Tübingen Hauptbahnhof,11,0.0,0.0,0.0,0.0,,
de:08416:10600:0:1,Tübingen Österbergstraße,3,0.0,0.0,0.0,0.0,,
de:08416:10608:0:1,Tübingen Doblerstraße,3,0.0,0.0,0.0,0.0,,
de:08416:10601:0:1,Tübingen Wielandshöhe,3,0.0,0.0,0.0,0.0,,
de:08416:10602:0:1,Tübingen Kleiststraße,3,0.0,,0.0,,,
de:08416:10603:0:1,Tübingen Stauffenbergstraße,3,,,,,,
de:08416:10604:0:1,Tübingen Fritz-Bauer-Straße,3,,,,,,
de:08416:10607:0:4,Tübingen Österberg,3,,,,,,
de:08416:10604:0:4,Tübingen Fritz-Bauer-Straße,3,,,,,,
de:08416:10606:0:4,Tübingen Rechter Österberg,3,,,,,,
de:08416:10605:0:4,Tübingen Schwabstraße,3,,,,,,
de:08416:10039:0:1,Tübingen Hermann Hepper Halle,3,0.0,0.0,0.0,0.0,,
de:08416:12041:2:2,Tübingen Westbahnhof,1,0.0,0.0,0.0,0.0,,
de:08416:10057:0:1,Tübingen Schwärzlocher Täle,1,0.0,0.0,0.0,0.0,,
de:08416:10054:0:4,Tübingen Schwärzl. Str. 111,1,0.0,0.0,0.0,0.0,,
de:08416:10053:0:4,Tübingen Schwärzlocher Str. 79,1,0.0,0.0,0.0,0.0,,
de:08416:10052:0:4,Tübingen Schwärzlocher Str. 45,1,0.0,0.0,0.0,0.0,,
de:08416:10014:1:4,Tübingen Haagtor,1,0.0,0.0,0.0,0.0,,
de:08416:10017:0:4,Tübingen Weberstraße,1,0.0,0.0,0.0,0.0,,
de:08416:12041:4:3,Tübingen Westbahnhof,2,0.0,0.0,0.0,0.0,,
de:08416:10041:0:1,Tübingen Sindelfinger Str.,2,0.0,0.0,0.0,0.0,,
de:08416:10042:0:1,Tübingen Städt. Fuhrpark,2,0.0,0.0,0.0,0.0,,
de:08416:10043:0:4,Tübingen Weststadt,2,0.0,,0.0,,,
de:08416:10921:0:1,Tübingen Hechinger Eck,2,0.0,0.0,0.0,0.0,,
de:08416:10922:0:1,Tübingen Alexanderstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10730:0:1,Tübingen Waldhörnlestraße,4,0.0,0.0,0.0,0.0,,
de:08416:10726:0:4,Tübingen Ernst-Simon-Straße,4,0.0,0.0,0.0,0.0,,
de:08416:10727:0:4,Tübingen Horn-Straße,4,0.0,0.0,0.0,0.0,,
de:08416:10716:0:4,Tübingen Neuffenstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10911:0:4,Tübingen Brühlstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10707:0:4,Tübingen Albrechtstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10102:0:1,Tübingen Hasenbühl,2,0.0,0.0,0.0,0.0,,
de:08416:10103:0:4,Tübingen Hagellocher Weg,2,,0.0,,0.0,,
de:08416:10102:0:4,Tübingen Hasenbühl,2,0.0,0.0,0.0,0.0,,
de:08416:10115:0:4,Tübingen Herrenberger Str.,2,0.0,0.0,0.0,0.0,,
de:08416:10101:0:4,Tübingen Aischbachstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10100:0:4,Tübingen Rappstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10707:0:1,Tübingen Albrechtstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10911:0:1,Tübingen Brühlstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10716:0:1,Tübingen Neuffenstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10708:0:1,Tübingen Derend. Käppele,2,0.0,0.0,0.0,0.0,,
de:08416:10711:0:1,Tübingen Danziger Straße,2,0.0,0.0,0.0,0.0,,
de:08416:10236:0:1,Tübingen Hans-Geiger-Weg,2,0.0,0.0,0.0,0.0,,
de:08416:10237:0:1,Tübingen Ferd.-Chr.-Baur-Str.,2,0.0,0.0,0.0,0.0,,
de:08416:10238:0:1,Tübingen Kunsthalle,1,0.0,0.0,0.0,0.0,,
de:08416:10626:0:1,Tübingen Düsseldorfer Str.,4,0.0,0.0,0.0,0.0,,
de:08416:10623:0:1,Tübingen Betriebshof TüBus,2,0.0,0.0,0.0,0.0,,
de:08416:10625:0:1,Tübingen Schaffhausenstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10624:0:1,Tübingen August-Bebel-Str.,2,0.0,0.0,0.0,0.0,,
de:08416:10622:0:4,Tübingen Neckarsulmer Str.,2,0.0,0.0,0.0,0.0,,
de:08416:10619:0:4,Tübingen Bismarckstr.,2,0.0,0.0,0.0,0.0,,
de:08416:10621:0:4,Tübingen Brückenstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10620:0:4,Tübingen Biererstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10313:0:1,Tübingen Benzstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10312:0:4,Tübingen Am Mühlbach,2,0.0,0.0,0.0,0.0,,
de:08416:10331:0:4,Tübingen Deichelweg,2,0.0,0.0,0.0,0.0,,
de:08416:10627:0:1,Tübingen Egeriaplatz,2,0.0,,0.0,,,
de:08416:10627:0:4,Tübingen Egeriaplatz,2,,0.0,,0.0,,
de:08416:10331:0:1,Tübingen Deichelweg,4,0.0,0.0,0.0,0.0,,
de:08416:10312:0:2,Tübingen Am Mühlbach,4,0.0,0.0,0.0,0.0,,
de:08416:10313:0:4,Tübingen Benzstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10620:0:1,Tübingen Biererstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10621:0:1,Tübingen Brückenstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10619:0:1,Tübingen Bismarckstr.,2,0.0,0.0,0.0,0.0,,
de:08416:10622:0:1,Tübingen Neckarsulmer Str.,2,0.0,0.0,0.0,0.0,,
de:08416:10610:0:1,Tübingen Jugendherberge,2,0.0,0.0,0.0,0.0,,
de:08416:10336:0:1,Tübingen Kielmeyerstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10611:0:1,Tübingen Hundskapfklinge,2,0.0,0.0,0.0,0.0,,
de:08416:10334:0:1,Tübingen Gartenstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10612:0:1,Tübingen Aeulestraße,2,0.0,0.0,0.0,0.0,,
de:08416:10613:0:1,Tübingen Nürtinger Straße,2,0.0,0.0,0.0,0.0,,
de:08416:10311:0:7,Tübingen Dieselstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10303:0:7,Tübingen Kreuzstraße,2,0.0,0.0,0.0,0.0,,
de:08416:10304:0:4,Tübingen Carlo-Steeb-Str.,2,0.0,,0.0,,,
de:08416:10239:0:4,Tübingen Tropenklinik,1,0.0,0.0,0.0,0.0,,
de:08416:10246:0:1,Tübingen Gottlieb-Olpp-Straße,1,0.0,0.0,0.0,0.0,,
de:08416:10227:0:1,Tübingen Öhlerweg,1,0.0,0.0,0.0,0.0,,
de:08416:10228:0:4,Tübingen Ursrainer Ring,1,0.0,,0.0,,,
de:08416:10820:0:2,Tübingen Sudetenstraße,3,0.0,0.0,0.0,0.0,,
de:08416:10828:0:1,Tübingen Galgenberg,3,0.0,0.0,0.0,0.0,,
de:08416:10823:0:4,Tübingen Bergfriedhof Ost,3,0.0,0.0,0.0,0.0,,
de:08416:10822:0:4,Tübingen Bergfriedhof Süd,3,0.0,0.0,0.0,0.0,,
de:08416:10821:0:4,Tübingen Bergfriedhof West,3,0.0,,0.0,,,
de:08416:10615:0:1,Tübingen Eisenbahnstr.(Tunnel),1,0.0,0.0,0.0,0.0,,
de:08416:10616:0:1,Tübingen Au Ost,1,0.0,0.0,0.0,0.0,,
de:08416:10617:0:1,Tübingen Neckaraue,1,0.0,0.0,0.0,0.0,,
de:08416:10618:0:4,Tübingen Vor dem Großholz,1,0.0,,0.0,,,
de:08416:10107:0:4,Hagelloch Rathaus,2,9.0,9.0,9.0,9.0,,
de:08416:10124:1:2,Tübingen Auf der Morgenstelle,2,9.0,9.0,9.0,9.0,,
de:08416:13240:0:1,Hirschau Volksbank,3,6.0,6.0,8.3,8.3,,
de:08416:13245:0:N,Hirschau Kirchplatz,3,6.0,6.0,8.3,8.3,,
de:08416:3243:0:1,Wurmlingen Rössle,3,6.0,6.0,8.3,8.3,,
de:08416:3250:0:1,Rottenburg Friedhof Sülchen,3,6.0,6.0,8.3,8.3,,
de:08416:3251:0:1,Rottenburg Sülchenstraße,3,6.0,6.0,8.3,8.3,,
de:08416:1004:1:D,Rottenburg E.-Bolz-Platz,3,6.0,8.0,8.3,8.0,,
de:08416:3104:0:1,Rottenburg Theoderich,2,8.0,8.0,8.0,8.0,,
de:08416:3247:0:2,Wendelsheim Adlerplatz,2,8.0,8.0,8.0,8.0,,
de:08416:3248:0:2,Wendelsheim Schwabstraße,2,8.0,8.0,8.0,8.0,,
de:08416:3256:0:1,Oberndorf Rottenburger Str.,2,8.0,8.0,8.0,8.0,,
de:08416:3241:0:1,Oberndorf Feuersee,2,8.0,8.7,8.0,8.7,,
de:08416:5240:0:W,Poltringen Ammerbrücke,1,8.7,,8.7,,,
de:08416:5240:0:O,Poltringen Ammerbrücke,2,,0.0,,0.0,,
de:08416:3241:0:2,Oberndorf Feuersee,3,0.0,0.0,0.0,0.0,,
de:08416:3256:0:2,Oberndorf Rottenburger Str.,3,3.033,3.133,0.0,0.0,,
de:08416:3248:0:1,Wendelsheim Schwabstraße,3,5.867,5.9,8.2,8.3,,
de:08416:3247:0:1,Wendelsheim Adlerplatz,3,5.8,5.833,8.0,8.1,,
de:08416:3103:0:0,Rottenburg Schelmen,3,5.433,5.533,6.9,7.2,,
de:08416:1004:1:E,Rottenburg E.-Bolz-Platz,3,6.3,5.167,9.4,7.4,,
de:08416:3251:0:2,Rottenburg Sülchenstraße,3,5.167,5.167,7.4,7.4,,
de:08416:3250:0:2,Rottenburg Friedhof Sülchen,3,5.3,5.433,7.4,7.4,,
de:08416:3243:0:2,Wurmlingen Rössle,3,5.0,5.167,7.4,7.4,,
de:08416:13245:0:S,Hirschau Kirchplatz,3,4.733,5.167,6.8,7.4,,
de:08416:13240:0:4,Hirschau Volksbank,3,5.067,5.233,7.4,7.4,,
de:08416:4404:0:1,Wankheim Helleräcker,6,0.0,0.0,0.0,0.0,,
de:08416:4010:0:2,Wankheim Siedlung,6,0.0,0.0,0.0,0.0,,
de:08416:4402:0:2,Wankheim Walbenstraße,6,0.0,0.0,0.0,0.0,,
de:08416:4403:0:1,Wankheim Pfarrhaus,6,0.0,0.0,0.0,0.0,,
de:08416:4005:0:1,Mähringen Ortsmitte,6,0.0,0.0,0.0,0.0,,
de:08416:4405:0:1,Mähringen Bahnhofstraße,3,0.0,0.0,0.0,0.0,,
de:08416:4008:0:1,Immenhausen Ochsen,6,0.0,0.0,0.0,0.0,,
de:08416:4407:0:2,Stockach,1,0.0,0.0,0.0,0.0,,
de:08416:4421:0:1,Gomaringen Hinterweiler Str.,6,0.0,0.0,0.0,0.0,,
de:08416:4409:0:1,Gomaringen Ziegelgrubenstr.,6,0.0,0.0,0.0,0.0,,
de:08416:4410:0:1,Gomaringen ZOB,8,0.0,0.8,0.0,0.0,,
de:08416:4419:0:0,Gomaringen Lindenstr.,5,1.2,1.2,0.0,0.0,,
de:08416:4411:0:2,Gomaringen Friedhof,5,1.6,1.6,0.0,0.0,,
de:08416:4412:0:2,Gomaringen Öschinger Str.,5,2.0,2.0,0.0,0.0,,
de:08416:4422:0:2,Gomaringen Lubbachstr.,5,2.4,2.4,0.0,0.0,,
de:08416:4415:0:1,Gomaringen Bachstraße,5,2.8,2.8,0.0,0.0,,
de:08416:4499:0:2,Gomaringen Bahnhofstraße 2,5,3.2,3.2,0.0,0.0,,
de:08416:4407:0:1,Stockach,4,0.0,0.0,0.0,0.0,,
de:08416:4410:0:3,Gomaringen ZOB,3,0.0,,0.0,,,
de:08416:11000:13:M,Tübingen Hauptbahnhof,2,0.0,0.0,0.0,0.0,,
de:08416:10503:0:1,Tübingen Uni / Neue Aula,1,0.0,0.0,0.0,0.0,,
de:08416:16350:0:1,Bebenhausen Waldhorn,1,0.0,0.0,0.0,0.0,,
de:08115:7036:0:4,Weil i. S. Kälberstelle,1,0.0,0.0,0.0,0.0,,
de:08416:6352:0:1,Dettenhausen Tübinger Straße,1,0.0,0.0,0.0,0.0,,
de:08416:6348,Dettenhausen Torstraße (Bf),1,,,,,,
de:08416:6349:2:1,Dettenhausen Bahnhof,2,0.0,0.0,0.0,0.0,,
de:08416:6353:0:1,Dettenhausen Alte Post,1,0.0,0.0,0.0,0.0,,
de:08115:2815:0:4,Waldenbuch Bonholz,1,0.0,0.0,0.0,0.0,,
de:08115:3119:1:4,Waldenbuch Schloss,1,0.0,0.0,0.0,0.0,,
de:08115:3129:0:4,Waldenbuch Altstadt,1,0.0,0.0,0.0,0.0,,
de:08115:3118:0:4,Waldenbuch Liebenau,1,0.0,0.0,0.0,0.0,,
de:08115:3122:0:4,Waldenbuch Hallenbad,1,0.0,0.0,0.0,0.0,,
de:08115:3130:0:4,Waldenbuch Stadion,1,0.0,0.0,0.0,0.0,,
de:08115:3131:0:4,Waldenbuch Hasenhof,1,0.0,0.0,0.0,0.0,,
de:08115:7106:1:4,Steinenbronn Kirche,1,0.0,0.0,0.0,0.0,,
de:08115:7108:0:4,Steinenbronn Im Alten See,1,0.0,0.0,0.0,0.0,,
de:08115:7111:1:4,Steinenbronn Goldäcker,1,0.0,0.0,0.0,0.0,,
de:08116:7104:1:4,Musberg Seebruckenmühle,1,0.0,0.0,0.0,0.0,,
de:08116:7177:0:4,Leinfelden Sportzentrum,1,0.0,0.0,0.0,0.0,,
de:08116:2142:0:4,Echterdingen Kelterrain,1,0.0,0.0,0.0,0.0,,
de:08116:3113:0:4,Echterdingen Tübinger Str.,1,0.0,0.0,0.0,0.0,,
de:08116:7179:0:3,Echterdingen Waldhornstraße,2,0.0,0.0,0.0,0.0,,
de:08116:7178:1:4,Echterdingen Hirschstr.,1,0.0,0.0,0.0,0.0,,
de:08116:7003:2:1,Echterdingen Bf,1,0.0,0.0,0.0,0.0,,
de:08116:7180:1:4,Echterdingen Stadionstr.,1,0.0,0.0,0.0,0.0,,
de:08116:2102:0:3,Echterdingen Friedhof,1,0.0,0.0,0.0,0.0,,
de:08116:7182:0:4,Echterdingen Messe West,1,0.0,0.0,0.0,0.0,,
de:08116:2103:3:2,Echterdingen Flughafen/Messe (SAB),2,0.0,0.0,0.0,0.0,,
de:08116:7182:0:3,Echterdingen Messe West,1,0.0,0.0,0.0,0.0,,
de:08116:7180:2:3,Echterdingen Stadionstr.,1,0.0,0.0,0.0,0.0,,
de:08116:7003:2:3,Echterdingen Bf,1,0.0,0.0,0.0,0.0,,
de:08116:7178:2:3,Echterdingen Hirschstr.,1,0.0,0.0,0.0,0.0,,
de:08116:3113:0:3,Echterdingen Tübinger Str.,1,0.0,0.0,0.0,0.0,,
de:08116:2142:0:3,Echterdingen Kelterrain,1,0.0,0.0,0.0,0.0,,
de:08116:7177:0:3,Leinfelden Sportzentrum,1,0.0,0.0,0.0,0.0,,
de:08116:7104:1:3,Musberg Seebruckenmühle,1,0.0,0.0,0.0,0.0,,
de:08115:7111:1:3,Steinenbronn Goldäcker,1,0.0,0.0,0.0,0.0,,
de:08115:3119:1:3,Waldenbuch Schloss,1,0.0,0.0,0.0,0.0,,
de:08115:2815:0:3,Waldenbuch Bonholz,1,0.0,0.0,0.0,0.0,,
de:08416:6353:0:4,Dettenhausen Alte Post,1,0.0,0.0,0.0,0.0,,
de:08416:6352:0:4,Dettenhausen Tübinger Straße,1,0.0,0.0,0.0,0.0,,
de:08115:7036:0:3,Weil i. S. Kälberstelle,1,0.0,0.0,0.0,0.0,,
de:08416:16350:0:4,Bebenhausen Waldhorn,1,0.0,0.0,0.0,0.0,,
